City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
117,smolenka,52.1352,113.4974,251.45,59,99,10.0,RU,1674082784
118,kudahuvadhoo,2.6708,72.8944,299.81,80,35,6.01,MV,1674082785
119,bambous virieux,-20.3428,57.7575,299.29,94,75,5.66,MU,1674082786
120,senador jose porfirio,-2.5908,-51.9542,295.46,97,100,1.24,BR,1674082787
121,bonnyville,54.2668,-110.735,265.04,96,83,2.76,CA,1674082787
122,tasiilaq,65.6145,-37.6368,257.32,81,100,2.48,GL,1674082788
123,torbay,47.6666,-52.7314,278.47,92,75,6.17,CA,1674082789
124,esperance,-33.8667,121.9,289.51,68,100,5.83,AU,1674082789
125,hafizabad,32.0679,73.6854,282.13,27,97,2.24,PK,1674082790
126,osypenko,46.9136,36.8253,277.81,83,97,4.88,UA,1674082791
127,serra branca,-6.5333,-38.2667,297.22,75,95,2.4,BR,1674082791
128,pitkyaranta,61.5734,31.4792,273.35,98,100,5.55,RU,1674082792
129,labuhan,-6.8844,112.2051,298.23,88,100,3.56,ID,1674082793
130,nioro,13.35,-15.75,300.05,14,0,3.61,GM,1674082793
131,lata,40.1629,-8.3327,278.75,87,42,0.59,PT,1674082794
132,mizdah,31.4451,12.9801,283.8,22,0,3.91,LY,1674082795
133,elko,41.0002,-115.5012,270.4,91,88,1.47,US,1674082581
134,itarema,-2.9248,-39.9167,298.92,80,62,5.09,BR,1674082796
135,buala,-8.145,159.5921,301.94,76,100,5.08,SB,1674082796
136,georgetown,5.4112,100.3354,299.11,81,20,2.06,MY,1674082750
137,christchurch,-43.5333,172.6333,296.16,63,75,8.75,NZ,1674082503
138,pacific grove,36.6177,-121.9166,286.67,71,95,2.24,US,1674082799
139,chuy,-33.6971,-53.4616,294.91,75,60,4.69,UY,1674082800
140,mapastepec,15.4333,-92.9,300.71,60,58,3.45,MX,1674082801
141,kasongo,-4.45,26.6667,292.73,98,78,0.44,CD,1674082803
142,ponta do sol,32.6667,-17.1,289.5,69,54,4.8,PT,1674082806
143,deputatskiy,69.3,139.9,240.97,100,67,0.62,RU,1674082808
144,quelimane,-17.8786,36.8883,297.63,91,95,1.04,MZ,1674082811
145,stettler,52.3168,-112.7186,266.76,93,84,4.11,CA,1674082815
146,launceston,-41.45,147.1667,290.16,46,4,6.17,AU,1674082816
147,arraial do cabo,-22.9661,-42.0278,296.84,90,2,7.73,BR,1674082819
148,bluff,-46.6,168.3333,289.9,71,24,0.76,NZ,1674082821
149,bacolod,10.6667,122.95,297.74,89,88,5.93,PH,1674082822
150,tuktoyaktuk,69.4541,-133.0374,255.91,96,100,2.65,CA,1674082824
151,smyshlyayevka,53.2391,50.3907,257.73,99,15,1.5,RU,1674082825
152,shelburne,44.0787,-80.2041,273.65,97,100,2.89,CA,1674082826
153,puerto madryn,-42.7692,-65.0385,296.59,64,60,8.97,AR,1674082828
154,mauriti,-7.3892,-38.7744,296.15,76,93,2.71,BR,1674082831
155,praia,14.9215,-23.5087,295.56,77,24,8.91,CV,1674082833
156,dikson,73.5069,80.5464,244.01,83,100,2.57,RU,1674082835
157,verkhoyansk,67.5447,133.385,229.1,99,98,0.65,RU,1674082837
158,klaksvik,62.2266,-6.589,276.66,69,95,9.05,FO,1674082839
159,igrim,63.1906,64.4162,254.9,99,40,1.58,RU,1674082840
160,norrtalje,59.758,18.705,273.72,91,100,1.93,SE,1674082842
161,orasac,44.6289,16.0711,276.59,100,100,0.86,BA,1674082843
162,north platte,41.1239,-100.7654,268.09,92,100,9.39,US,1674082846
163,lagoa,39.05,-27.9833,286.35,68,3,3.23,PT,1674082848
164,vallenar,-28.5708,-70.7581,298.92,38,0,2.94,CL,1674082849
165,kuchera,26.9839,73.9719,283.31,30,0,3.99,IN,1674082850
166,newport,51.5877,-2.9984,276.38,91,12,5.24,GB,1674082626
167,warrnambool,-38.3833,142.4833,287.92,57,65,6.91,AU,1674082852
168,lompoc,34.6391,-120.4579,289.14,60,99,1.34,US,1674082805
169,manyana,-23.4,21.7167,296.19,54,44,3.75,BW,1674082853
170,tura,25.5198,90.2201,283.63,65,0,1.62,IN,1674082854
171,saldanha,-33.0117,17.9442,290.91,98,48,2.96,ZA,1674082854
172,thompson,55.7435,-97.8558,261.24,96,100,2.24,CA,1674082832
173,nanortalik,60.1432,-45.2371,270.64,78,100,5.78,GL,1674082856
174,nuuk,64.1835,-51.7216,265.86,79,100,4.63,GL,1674082824
175,san juan,-31.5375,-68.5364,304.38,34,6,1.75,AR,1674082857
176,bonthe,7.5264,-12.505,297.99,83,16,3.63,SL,1674082859
177,qaqortoq,60.7167,-46.0333,269.89,76,100,3.19,GL,1674082860
178,cabedelo,-6.9811,-34.8339,297.52,82,88,5.34,BR,1674082861
179,morondava,-20.2833,44.2833,299.75,57,60,6.61,MG,1674082863
180,faanui,-16.4833,-151.75,300.18,72,19,6.59,PF,1674082865
181,puerto del rosario,28.5004,-13.8627,290.01,72,40,9.26,ES,1674082866
182,santiago del estero,-27.7951,-64.2615,305.86,43,22,6.27,AR,1674082869
183,victoria,22.2855,114.1577,287.77,78,56,0.89,HK,1674082672
184,camacha,33.0833,-16.3333,287.83,59,75,4.63,PT,1674082872
185,fortuna,40.5982,-124.1573,281.44,96,100,3.6,US,1674082873
186,komsomolskiy,40.4272,71.7189,266.89,79,95,0.6,UZ,1674082874
187,yulara,-25.2406,130.9889,298.31,39,0,8.19,AU,1674082876
188,paita,-5.0892,-81.1144,295.7,73,46,6.22,PE,1674082877
189,iquitos,-3.7481,-73.2472,299.84,74,92,1.16,PE,1674082878
190,paamiut,61.994,-49.6678,270.15,96,100,3.05,GL,1674082879
191,chapais,49.7834,-74.8492,269.03,91,100,4.92,CA,1674082880
192,krasnyy oktyabr,56.1167,38.8833,271.5,90,99,6.81,RU,1674082882
193,contamana,-7.3333,-75.0167,298.28,85,96,1.15,PE,1674082883
194,quatre cocos,-20.2078,57.7625,298.76,88,100,7.42,MU,1674082884
195,beira,-19.8436,34.8389,298.97,86,44,2.35,MZ,1674082885
196,kenai,60.5544,-151.2583,268.23,92,100,3.34,US,1674082886
197,polunochnoye,60.8697,60.4153,260.82,94,83,1.69,RU,1674082888
198,nsanje,-16.92,35.262,295.9,96,100,0.35,MW,1674082889
199,bara,10.3744,10.7288,294.73,27,5,3.74,NG,1674082891
200,porto novo,6.4965,2.6036,298.89,82,19,2.8,BJ,1674082892
201,srostki,52.4189,85.7022,257.46,97,100,1.47,RU,1674082894
202,salalah,17.0151,54.0924,295.84,52,1,3.92,OM,1674082756
203,malm,64.0721,11.2172,273.03,95,98,0.81,NO,1674082896
204,pozo colorado,-23.4923,-58.7972,298.47,82,75,0.57,PY,1674082897
205,souillac,-20.5167,57.5167,298.67,88,100,6.42,MU,1674082899
206,kleive,62.7954,7.6359,274.33,100,75,1.54,NO,1674082900
207,luderitz,-26.6481,15.1594,292.17,85,9,4.89,NA,1674082901
208,ilhabela,-23.7781,-45.3581,297.72,90,76,1.3,BR,1674082903
209,tonantins,-2.8731,-67.8022,296.34,96,68,1.12,BR,1674082904
210,goderich,43.7501,-81.7165,275.88,90,100,2.66,CA,1674082905
211,vao,-22.6667,167.4833,296.31,75,85,10.17,NC,1674082906
212,sambava,-14.2667,50.1667,297.9,93,100,15.98,MG,1674082907
213,milkovo,54.7167,158.6167,257.97,92,100,1.96,RU,1674082908
214,odweyne,9.4092,45.064,291.76,28,46,5.18,SO,1674082909
215,kincardine,56.0667,-3.7167,274.02,83,19,2.43,GB,1674082833
216,zabolotovka,50.2737,39.3147,273.17,88,99,5.8,RU,1674082911
217,venado tuerto,-33.7456,-61.9688,301.35,44,64,5.7,AR,1674082912
218,siria,35.0,38.0,279.39,77,0,2.37,SY,1674082913
219,belle fourche,44.6714,-103.8522,277.32,78,100,1.33,US,1674082914
220,kavaratti,10.5669,72.642,299.81,76,23,4.83,IN,1674082915
221,kahului,20.8947,-156.47,300.84,70,2,2.68,US,1674082916
222,ballina,-28.8667,153.5667,298.58,71,3,2.77,AU,1674082917
223,turukhansk,65.8167,87.9833,246.08,80,100,3.59,RU,1674082918
224,middelburg,-25.7751,29.4648,291.32,70,95,1.65,ZA,1674082918
225,ous,60.9058,61.5186,262.9,89,83,2.41,RU,1674082919
226,nara,34.6851,135.8049,275.35,74,5,1.01,JP,1674082920
227,gondar,12.6,37.4667,287.44,51,69,2.3,ET,1674082921
228,baiyin,36.5583,104.2081,263.59,40,0,0.48,CN,1674082921
229,port-gentil,-0.7193,8.7815,300.13,89,20,2.06,GA,1674082922
230,iqaluit,63.7506,-68.5145,245.2,75,50,2.68,CA,1674082923
231,flin flon,54.7682,-101.865,260.97,98,97,1.94,CA,1674082925
232,praia da vitoria,38.7333,-27.0667,284.68,86,3,1.98,PT,1674082926
233,phonhong,18.5007,102.4166,287.24,89,1,0.45,LA,1674082927
234,mount gambier,-37.8333,140.7667,288.73,48,61,5.35,AU,1674082928
235,taoudenni,22.6783,-3.9836,293.3,27,100,4.51,ML,1674082930
236,puerto ayacucho,5.6639,-67.6236,301.27,51,33,1.39,VE,1674082932
237,saint-francois,46.4154,3.9054,270.84,86,75,3.09,FR,1674082933
238,chumikan,54.7183,135.315,236.98,87,46,4.01,RU,1674082935
239,churapcha,62.0025,132.4325,223.93,99,100,1.63,RU,1674082936
240,manikling,6.8791,126.0606,298.01,85,85,1.02,PH,1674082937
241,hobyo,5.3505,48.5268,297.72,79,53,8.72,SO,1674082939
242,castro,-24.7911,-50.0119,290.01,93,92,1.76,BR,1674082940
243,nabire,-3.3667,135.4833,297.14,90,99,0.95,ID,1674082940
244,hami,42.8,93.45,262.29,53,0,3.26,CN,1674082941
245,aden,12.7794,45.0367,297.24,72,86,3.75,YE,1674082944
246,butaritari,3.0707,172.7902,300.2,79,8,6.49,KI,1674082944
247,kaduna,10.5222,7.4383,293.11,25,1,2.93,NG,1674082945
248,fereydun kenar,36.6864,52.5225,280.81,75,32,0.81,IR,1674082947
249,lensk,60.7253,114.9278,232.57,96,100,1.16,RU,1674082947
250,half moon bay,37.4636,-122.4286,288.1,74,100,3.09,US,1674082807
251,clinton,42.587,-82.9199,278.16,75,100,3.09,US,1674082949
252,inverness,57.4791,-4.224,272.5,93,75,2.06,GB,1674082951
253,brownsville,25.9018,-97.4975,303.2,66,40,5.66,US,1674082952
254,port elizabeth,-33.918,25.5701,298.76,82,100,0.89,ZA,1674082953
255,slidell,30.2752,-89.7812,297.59,79,100,6.17,US,1674082954
256,joao pinheiro,-17.7425,-46.1725,296.11,70,49,0.51,BR,1674082907
257,vestmannaeyjar,63.4427,-20.2734,269.25,74,12,8.91,IS,1674082956
258,kaeo,-35.1,173.7833,296.71,56,5,2.88,NZ,1674082957
259,katangli,51.7102,143.2326,236.16,100,45,1.58,RU,1674082960
260,orange cove,36.6244,-119.3137,286.83,58,0,0.0,US,1674082804
261,ndjole,-0.1783,10.7649,296.87,97,100,0.71,GA,1674082963
262,pitimbu,-7.4706,-34.8086,297.48,84,78,4.68,BR,1674082963
263,nicoya,10.1483,-85.452,299.5,74,71,0.92,CR,1674082861
264,north bend,43.4065,-124.2243,280.29,99,100,0.0,US,1674082833
265,bredasdorp,-34.5322,20.0403,294.31,79,42,2.49,ZA,1674082800
266,payo,-3.7508,103.6372,295.12,99,100,1.18,ID,1674082966
267,boyuibe,-20.4167,-63.2833,295.95,77,87,2.73,BO,1674082967
268,mecca,21.4267,39.8261,295.22,46,5,0.58,SA,1674082967
269,harrismith,-28.2728,29.1295,289.51,50,95,1.04,ZA,1674082968
270,bemidji,47.4736,-94.8803,269.21,93,100,2.06,US,1674082778
271,lovington,32.944,-103.3485,284.62,24,13,3.58,US,1674082969
272,kasempa,-13.4584,25.8338,289.87,98,88,1.57,ZM,1674082970
273,avera,33.194,-82.5271,291.69,86,99,2.2,US,1674082971
274,le port,-20.9373,55.2919,299.13,84,100,2.79,RE,1674082972
275,seminole,28.7086,-81.2081,296.71,70,0,0.0,US,1674082973
276,manggar,-2.8833,108.2667,298.46,86,100,3.31,ID,1674082973
277,awbari,26.5921,12.7805,287.53,15,0,5.01,LY,1674082974
278,khatanga,71.9667,102.5,238.03,100,35,3.08,RU,1674082975
279,talnakh,69.4865,88.3972,244.93,85,99,2.27,RU,1674082976
280,mwinilunga,-11.7358,24.4293,288.5,98,67,1.45,ZM,1674082976
281,claveria,18.6074,121.0832,295.68,89,100,7.36,PH,1674082977
282,simao,22.7886,100.9748,281.8,99,30,1.03,CN,1674082714
283,itoman,26.1247,127.6694,289.16,63,75,5.66,JP,1674082979
284,upernavik,72.7868,-56.1549,245.79,75,100,2.24,GL,1674082979
285,sayansk,54.1088,102.1648,233.71,100,36,0.9,RU,1674082980
286,corn island,12.1694,-83.0418,300.02,73,36,4.07,NI,1674082980
287,grand-bourg,15.8835,-61.3148,298.12,71,11,7.4,GP,1674082981
288,mount isa,-20.7333,139.5,302.02,54,2,4.12,AU,1674082982
289,nanzhou,29.3596,112.4024,277.16,32,39,0.51,CN,1674082983
290,kapaa,22.0752,-159.319,298.77,74,88,2.24,US,1674082956
291,erzin,36.9559,36.2,284.01,83,23,1.05,TR,1674082984
292,tshikapa,-6.4167,20.8,294.12,90,99,0.66,CD,1674082985
293,dingle,10.9995,122.6711,296.86,95,100,3.24,PH,1674082951
294,mattru,7.6244,-11.8332,294.75,96,72,0.27,SL,1674082987
295,arkhara,49.4212,130.0842,255.16,96,100,4.24,RU,1674082987
296,qinhuangdao,39.9317,119.5883,269.06,46,1,1.68,CN,1674082752
297,laguna,38.421,-121.4238,286.09,67,0,5.14,US,1674082990
298,wabana,47.6332,-52.9481,278.36,94,100,1.79,CA,1674082991
299,abu dhabi,24.4667,54.3667,293.21,72,20,5.14,AE,1674082781
300,keetmanshoop,-26.5833,18.1333,298.93,37,69,0.42,NA,1674082993
301,mezhdurechensk,53.6942,88.0603,261.25,95,100,1.81,RU,1674082994
302,cherdyn,60.403,56.4787,263.11,95,98,2.81,RU,1674082996
303,halvad,23.0167,71.1833,289.77,44,99,3.78,IN,1674082997
304,airai,-8.9266,125.4092,290.63,89,100,0.97,TL,1674082998
305,dickinson,29.4608,-95.0513,294.35,65,75,3.6,US,1674082998
306,grand gaube,-20.0064,57.6608,298.92,86,100,3.58,MU,1674082999
307,hualmay,-11.0964,-77.6139,295.51,74,71,4.71,PE,1674083001
308,caraballeda,10.6112,-66.8522,303.19,74,40,1.03,VE,1674083002
309,saint anthony,45.0205,-93.218,273.68,85,100,5.66,US,1674083003
310,tabory,58.5198,64.5495,260.8,95,40,2.15,RU,1674083003
311,abeche,13.8292,20.8324,293.93,21,61,3.01,TD,1674083005
312,manama,26.2154,50.5832,289.22,67,0,7.2,BH,1674082833
313,udachnyy,66.4167,112.4,224.1,100,78,0.84,RU,1674083007
314,evanston,42.0411,-87.6901,276.69,84,100,4.63,US,1674082939
315,gizo,-8.103,156.8419,301.96,76,94,7.82,SB,1674083010
316,san ramon,37.7799,-121.978,287.22,66,0,1.54,US,1674082960
317,pauini,-7.7136,-66.9764,295.12,97,100,1.61,BR,1674083011
318,hamilton,39.1834,-84.5333,280.41,85,100,5.66,US,1674083013
319,clarence town,-32.5833,151.7833,295.71,93,100,0.89,AU,1674083014
320,terrace,54.5163,-128.6035,276.07,94,68,1.03,CA,1674082832
321,lillooet,50.6856,-121.942,277.49,95,92,0.73,CA,1674082832
322,lesozavodsk,45.4794,133.4244,259.83,95,100,3.74,RU,1674083016
323,great yarmouth,52.6083,1.7305,275.6,88,46,7.63,GB,1674082839
